"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
5040, 0.000000000000000e+00, 2.000000000000000e-02, 5.681155984389132e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.263840004684989e+07, 1.000000000000000e-10, 1.250630681319688e+07
5041, 6.563339601035005e-04, 1.997798503253036e-02, 5.663233790171534e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.258263573313034e+07, 1.000000000000000e-10, 1.266080857889253e+07
5042, 1.309260406115018e-03, 1.991377293355257e-02, 5.648858870288323e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.253794525621150e+07, 1.000000000000000e-10, 1.297045866959255e+07
5043, 1.955325973957697e-03, 1.980686660058855e-02, 5.637198156758929e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.250172093984773e+07, 1.000000000000000e-10, 1.344972406624507e+07
5044, 2.591152943633027e-03, 1.965817538397290e-02, 5.625889266226458e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.246662471700325e+07, 1.000000000000000e-10, 1.412041311887908e+07
5045, 3.213604468806234e-03, 1.946922053418371e-02, 5.615103926756563e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.243317882590458e+07, 1.000000000000000e-10, 1.500722945170930e+07
5046, 3.819863997047219e-03, 1.924199251736729e-02, 5.604217776463167e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.239944873569299e+07, 1.000000000000000e-10, 1.619583380302506e+07
5047, 4.406473377308792e-03, 1.897674438627091e-02, 5.593359776869786e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.236583324180514e+07, 1.000000000000000e-10, 1.770740631087960e+07
5048, 4.971165095944968e-03, 1.867651229548451e-02, 5.581896393790225e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.233037611963693e+07, 1.000000000000000e-10, 1.900554146898191e+07
5049, 5.521106851056798e-03, 1.835930655991449e-02, 5.568670260928134e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.228950918336066e+07, 1.000000000000000e-10, 1.973799540529627e+07
5050, 6.066217006603972e-03, 1.804440939346073e-02, 5.553503912354859e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.224269762816581e+07, 1.000000000000000e-10, 2.046875138120678e+07
5051, 6.606629768558379e-03, 1.773309908083132e-02, 5.537125380249510e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.219220127683251e+07, 1.000000000000000e-10, 2.130407954336501e+07
5052, 7.141000610675112e-03, 1.742405227803020e-02, 5.519470967052126e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.213783951552542e+07, 1.000000000000000e-10, 2.211792029606324e+07
5053, 7.669766618631028e-03, 1.711898640521997e-02, 5.500635038416655e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.207991781700224e+07, 1.000000000000000e-10, 2.300622382506569e+07
5054, 8.192107829760582e-03, 1.681739548489779e-02, 5.480842626309469e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.201914188759006e+07, 1.000000000000000e-10, 2.393475295086562e+07
5055, 8.707704980183148e-03, 1.651959185357817e-02, 5.460173071870191e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.195576864874451e+07, 1.000000000000000e-10, 2.490681339318796e+07
5056, 9.216232385920757e-03, 1.622582480262693e-02, 5.438573161597067e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.188964813345760e+07, 1.000000000000000e-10, 2.588173459204176e+07
5057, 9.717800073999238e-03, 1.593704653276756e-02, 5.416253177974892e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.182143570820653e+07, 1.000000000000000e-10, 2.700099576550551e+07
5058, 1.021113720020370e-02, 1.565176267356628e-02, 5.393159507670678e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.175098030246982e+07, 1.000000000000000e-10, 2.808551632426728e+07
5059, 1.069680036502096e-02, 1.537158926235629e-02, 5.369251832072691e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.167817196583634e+07, 1.000000000000000e-10, 2.929391500663054e+07
5060, 1.117389142708821e-02, 1.509556931592185e-02, 5.344471222347331e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.160284547923927e+07, 1.000000000000000e-10, 3.045229087544380e+07
5061, 1.164304451652446e-02, 1.482534264832794e-02, 5.318834934268722e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.152506821912890e+07, 1.000000000000000e-10, 3.179336958528791e+07
5062, 1.210303660910709e-02, 1.455927637186502e-02, 5.292409077157791e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.144505622318481e+07, 1.000000000000000e-10, 3.310025825693180e+07
5063, 1.255439653481649e-02, 1.429871779563257e-02, 5.264954136913406e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.136210303809165e+07, 1.000000000000000e-10, 3.451638867166440e+07
5064, 1.299661099991375e-02, 1.404315531511811e-02, 5.236445661692295e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.127615438491878e+07, 1.000000000000000e-10, 3.590903138172659e+07
5065, 1.343007886589632e-02, 1.379360211852203e-02, 5.206805162668591e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.118699640274388e+07, 1.000000000000000e-10, 3.747845046659732e+07
