"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          99,      -1.144577727,       1.660654379,       1.988822509,        4.31397934,       1.610715223,       4.638203229
          0,           0,         100,      -1.178102962,       1.651251611,       2.027382648,       4.291807397,       1.614623341,       4.636214285
          0,           0,         101,      -1.136172111,       1.667897547,       2.036308079,       4.339566695,       1.596739161,       4.645932597
          0,           0,         102,      -1.133823715,         1.6762986,       2.009090144,        4.35680935,       1.598593658,        4.66826178
          0,           0,         103,      -1.153228558,       1.659826792,       1.994763695,        4.31994924,       1.582000746,       4.636773108
          0,           0,         104,      -1.198603202,       1.635487611,       2.006879427,       4.273246226,       1.574010759,       4.641126479
          0,           0,         105,      -1.237556064,       1.612916695,       2.003001088,       4.251476981,       1.628550191,         4.6912288
          0,           0,         106,      -1.247593085,       1.618589329,       2.050414373,       4.227676097,       1.619950955,       4.714548301
          0,           0,         107,      -1.219294131,       1.653004144,       2.103040594,       4.257534173,       1.651076879,       4.743868376
          0,           0,         108,      -1.165503606,       1.674631654,       2.110861633,       4.312327257,        1.67595056,       4.707007771
          0,           0,         109,      -1.141363212,       1.700087312,       2.095528039,       4.329256379,       1.709898041,       4.717430141
          0,           0,         110,      -1.166336328,       1.681065202,       2.109265294,       4.312927742,       1.750065722,       4.756765725
          0,           0,         111,      -1.143658691,       1.699982357,        2.09796439,       4.328375439,       1.756085623,       4.735878908
          0,           0,         112,      -1.126418987,       1.685669885,       2.075026914,       4.343614546,       1.714659351,       4.758474326
          0,           0,         113,      -1.149390962,       1.667886374,       2.087202163,       4.325529515,        1.70361152,       4.727162185
          0,           0,         114,      -1.105358168,       1.709618148,       2.072109404,       4.382726494,       1.751104305,        4.74282796
          0,           0,         115,      -1.139906067,       1.671031331,       2.061562073,       4.340647526,       1.775669457,       4.715416828
          0,           0,         116,      -1.132964527,       1.689485135,       2.075438757,       4.355427936,       1.770640944,       4.697588275
          0,           0,         117,      -1.124210804,        1.69447818,       2.103315912,       4.368269648,       1.819057738,       4.713289588
          0,           0,         118,      -1.072970747,       1.738297754,       2.086603905,       4.423418682,       1.799082392,       4.736663972
          0,           0,         119,      -1.080689671,       1.731967669,       2.065960409,       4.406583098,       1.796268168,       4.752825244
          0,           0,         120,      -1.106625371,       1.712570012,       2.081378014,       4.373586399,       1.830601955,       4.757550784
          0,           0,         121,      -1.126011248,       1.684402946,       2.075995668,       4.362861835,       1.841086056,       4.735530401
          0,           0,         122,      -1.111393107,       1.695831518,       2.069780573,       4.382565727,       1.853114497,       4.707284362
          0,           0,         123,      -1.098449856,       1.702682092,       2.067752625,       4.396735421,       1.888595699,       4.728338356
          0,           0,         124,      -1.106056089,       1.697695025,       2.064448975,       4.368873048,       1.918773742,       4.687215071
          0,           0,         125,      -1.149594935,       1.672649855,       2.039562197,       4.348824998,       1.903792967,       4.762702759
          0,           0,         126,      -1.169719671,       1.645138195,       2.039677312,        4.31844623,       1.973824824,       4.802280869
