"Time_Iter","Outer_Iter","Inner_Iter",    "Cur_Time"    ,    "Time_Step"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      17542,           0,          10,           2.1e-06,             5e-08,      -3.826780439,     -0.8920427175,      -1.197509418,       1.754932592,      0.5687139089,      0.6487891908
      17542,           0,          20,           2.1e-06,             5e-08,      -3.831549211,     -0.8976205762,      -1.202556619,       1.749595936,      0.5637038443,      0.6295314605
      17542,           0,          29,           2.1e-06,             5e-08,      -3.834722196,     -0.9019207859,      -1.206608894,       1.745726944,       0.559715542,      0.6244637489
      17543,           0,           0,          2.15e-06,             5e-08,      -2.822394708,     -0.2256717385,     -0.5276412413,       2.611184537,       1.429689416,       1.986178004
      17543,           0,          10,          2.15e-06,             5e-08,      -3.826762188,     -0.8920470994,      -1.197551347,       1.754938528,      0.5687245989,       0.648857553
      17543,           0,          20,          2.15e-06,             5e-08,      -3.831529969,     -0.8976249425,      -1.202598739,       1.749602247,      0.5637146314,      0.6295588796
      17543,           0,          29,          2.15e-06,             5e-08,      -3.834702204,      -0.901925124,      -1.206651122,       1.745733616,      0.5597264545,      0.6244881716
      17544,           0,           0,           2.2e-06,             5e-08,      -2.822279102,     -0.2253378383,     -0.5275887184,       2.611315206,       1.429563138,       1.985792012
      17544,           0,          10,           2.2e-06,             5e-08,      -3.826743912,     -0.8920514831,      -1.197591982,        1.75494449,      0.5687353621,      0.6489248303
      17544,           0,          20,           2.2e-06,             5e-08,      -3.831510701,     -0.8976293104,      -1.202639562,       1.749608587,      0.5637254931,      0.6295863228
      17544,           0,          29,           2.2e-06,             5e-08,      -3.834682188,     -0.9019294634,      -1.206692062,       1.745740317,      0.5597374413,      0.6245127207
      17545,           0,           0,          2.25e-06,             5e-08,       -2.82224701,     -0.2252963642,     -0.5275705873,       2.611335297,        1.42943715,       1.985342092
      17545,           0,          10,          2.25e-06,             5e-08,       -3.82672561,     -0.8920558684,      -1.197631353,       1.754950476,      0.5687461954,      0.6489899467
      17545,           0,          20,          2.25e-06,             5e-08,      -3.831491406,     -0.8976336795,      -1.202679117,       1.749614955,      0.5637364274,      0.6296137921
      17545,           0,          29,          2.25e-06,             5e-08,      -3.834662148,     -0.9019338038,      -1.206731744,       1.745747044,      0.5597485027,      0.6245374058
      17546,           0,           0,           2.3e-06,             5e-08,       -2.82231102,     -0.2255503603,     -0.5275936215,       2.611234711,       1.429311461,       1.984827715
      17546,           0,          10,           2.3e-06,             5e-08,      -3.826707285,     -0.8920602554,        -1.1976695,       1.754956483,      0.5687570981,      0.6490564026
      17546,           0,          20,           2.3e-06,             5e-08,      -3.831472085,     -0.8976380498,      -1.202717445,       1.749621347,      0.5637474309,      0.6296413238
      17546,           0,          29,           2.3e-06,             5e-08,      -3.834642085,     -0.9019381452,      -1.206770204,       1.745753795,      0.5597596313,      0.6245621996
      17547,           0,           0,          2.35e-06,             5e-08,       -2.82221732,     -0.2252842379,     -0.5275494911,        2.61133517,       1.429186069,        1.98442778
      17547,           0,          10,          2.35e-06,             5e-08,      -3.826688933,     -0.8920646437,      -1.197706461,        1.75496251,      0.5687680636,      0.6491240653
      17547,           0,          20,          2.35e-06,             5e-08,      -3.831452738,     -0.8976424211,      -1.202754584,       1.749627761,       0.563758498,      0.6296686574
      17547,           0,          29,          2.35e-06,             5e-08,      -3.834621997,     -0.9019424873,      -1.206807481,       1.745760568,      0.5597708234,      0.6245871217
