"Time_Iter","Outer_Iter","Inner_Iter",    "Cur_Time"    ,    "Time_Step"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
        107,           0,           0,           5.2e-06,             5e-08,      -2.497554999,      0.2208228009,    -0.07707007583,       2.885231724,       1.726943822,       3.392117821
        107,           0,          10,           5.2e-06,             5e-08,      -4.163146035,      -1.454930296,      -1.506853278,       1.208071042,     0.07490237284,       3.070727216
        107,           0,          20,           5.2e-06,             5e-08,      -4.295961226,       -1.53250937,      -1.553098311,       1.107831068,     0.03047398183,       2.808148092
        107,           0,          29,           5.2e-06,             5e-08,      -4.373868711,      -1.563798517,      -1.574535234,       1.054466851,     0.01268208639,       2.578994579
        108,           0,           0,          5.25e-06,             5e-08,       -2.49806935,      0.2201976591,    -0.07740389155,       2.884369741,       1.726864866,       3.389128172
        108,           0,          10,          5.25e-06,             5e-08,      -4.161621422,      -1.453987782,         -1.504861,       1.209824317,     0.07636105199,        3.06670635
        108,           0,          20,          5.25e-06,             5e-08,      -4.294038334,      -1.530999059,      -1.550712115,       1.109865659,     0.03233873778,       2.803867186
        108,           0,          29,          5.25e-06,             5e-08,      -4.371733594,      -1.562034439,      -1.571993414,       1.056618536,     0.01469378628,       2.574247087
        109,           0,           0,           5.3e-06,             5e-08,      -2.498578994,      0.2195766599,    -0.07773150268,       2.883516086,       1.726781545,       3.386297345
        109,           0,          10,           5.3e-06,             5e-08,      -4.160110216,      -1.453043198,        -1.5028759,        1.21155357,     0.07781883548,       3.064184826
        109,           0,          20,           5.3e-06,             5e-08,      -4.292134119,      -1.529491172,      -1.548339308,       1.111869384,     0.03419501399,        2.80170049
        109,           0,          29,           5.3e-06,             5e-08,      -4.369620931,      -1.560277586,      -1.569466916,       1.058735209,     0.01669370776,       2.571485232
        110,           0,           0,          5.35e-06,             5e-08,      -2.499086033,      0.2189581442,     -0.0780542043,       2.882667828,       1.726694537,       3.384373769
        110,           0,          10,          5.35e-06,             5e-08,      -4.158607255,      -1.452094505,      -1.500897263,       1.213267043,     0.07927546909,       3.059954511
        110,           0,          20,          5.35e-06,             5e-08,      -4.290235938,      -1.527984737,      -1.545977023,       1.113860894,     0.03604279818,       2.796920561
        110,           0,          29,          5.35e-06,             5e-08,      -4.367512658,      -1.558527915,      -1.566953284,       1.060841433,     0.01868195169,       2.566901783
        111,           0,           0,           5.4e-06,             5e-08,      -2.499588977,      0.2183429034,     -0.0783720125,       2.881827784,       1.726603888,       3.381528058
        111,           0,          10,           5.4e-06,             5e-08,       -4.15711332,      -1.451141506,      -1.498924798,        1.21496348,     0.08073075858,       3.056412879
        111,           0,          20,           5.4e-06,             5e-08,       -4.28835207,      -1.526480105,      -1.543626657,         1.1158281,     0.03788207228,       2.793089209
        111,           0,          29,           5.4e-06,             5e-08,      -4.365420945,      -1.556785547,      -1.564452922,       1.062920617,     0.02065860885,       2.562844668
        112,           0,           0,          5.45e-06,             5e-08,       -2.50008727,      0.2177312769,    -0.07868400553,       2.880996677,       1.726509527,       3.378971059
        112,           0,          10,          5.45e-06,             5e-08,      -4.155625668,      -1.450184751,      -1.496957292,       1.216647931,     0.08218453694,       3.052647713
        112,           0,          20,          5.45e-06,             5e-08,      -4.286472346,       -1.52497771,       -1.54128575,       1.117786862,     0.03971284501,       2.789271846
        112,           0,          29,          5.45e-06,             5e-08,      -4.363332839,      -1.555050716,       -1.56196424,       1.064991536,     0.02262375269,       2.559068155
        113,           0,           0,           5.5e-06,             5e-08,      -2.500580216,      0.2171233067,    -0.07899108374,       2.880175546,       1.726406032,       3.376524626
        113,           0,          10,           5.5e-06,             5e-08,      -4.154148563,      -1.449224481,      -1.494995622,       1.218314218,     0.08363665697,       3.049135695
        113,           0,          20,           5.5e-06,             5e-08,      -4.284608436,      -1.523478677,      -1.538956029,       1.119720528,     0.04153508526,       2.785713548
        113,           0,          29,           5.5e-06,             5e-08,      -4.361256194,         -1.553324,      -1.559487556,       1.067044062,     0.02457745774,       2.555482141
        114,           0,           0,          5.55e-06,             5e-08,      -2.501067907,      0.2165178821,    -0.07929389107,       2.879363506,       1.726283233,       3.374219197
        114,           0,          10,          5.55e-06,             5e-08,      -4.152677334,      -1.448260617,      -1.493039678,       1.219969669,     0.08508697959,       3.045830748
        114,           0,          20,          5.55e-06,             5e-08,      -4.282745366,      -1.521982835,      -1.536635637,       1.121650939,     0.04334878909,       2.782310029
        114,           0,          29,          5.55e-06,             5e-08,      -4.359186591,      -1.551605039,      -1.557023641,       1.069083548,     0.02651980546,       2.551996699
        115,           0,           0,           5.6e-06,             5e-08,      -2.501549789,      0.2159161882,    -0.07959326293,       2.878561099,       1.726149198,       3.372039572
        115,           0,          10,           5.6e-06,             5e-08,      -4.151210286,      -1.447294264,      -1.491088778,       1.221617027,     0.08653538003,       3.042558081
        115,           0,          20,           5.6e-06,             5e-08,      -4.280890704,      -1.520490376,        -1.5343256,       1.123566736,     0.04515395212,       2.778946009
        115,           0,          29,           5.6e-06,             5e-08,      -4.357128033,      -1.549893721,      -1.554572066,        1.07110513,     0.02845086219,       2.548579558
        116,           0,           0,          5.65e-06,             5e-08,      -2.502026818,      0.2153177327,    -0.07988912999,       2.877767322,         1.7260052,       3.369936833
        116,           0,          10,          5.65e-06,             5e-08,      -4.149752044,      -1.446324783,      -1.489145448,       1.223248823,     0.08798169155,        3.03938938
        116,           0,          20,          5.65e-06,             5e-08,      -4.279046429,      -1.519000602,      -1.532026443,        1.12546573,      0.0469505802,       2.775737222
        116,           0,          29,          5.65e-06,             5e-08,      -4.355080562,      -1.548189695,      -1.552133786,       1.073109193,     0.03037072544,       2.545319792
        117,           0,           0,           5.7e-06,             5e-08,      -2.502500582,       0.214721622,    -0.08018115321,       2.876980687,       1.725839815,        3.36795746
        117,           0,          10,           5.7e-06,             5e-08,      -4.148300697,      -1.445350672,      -1.487207894,       1.224868581,     0.08942577864,       3.036243951
        117,           0,          20,           5.7e-06,             5e-08,      -4.277211619,      -1.517513256,      -1.529737631,       1.127349525,     0.04873869205,       2.772538328
        117,           0,          29,           5.7e-06,             5e-08,      -4.353043877,      -1.546493142,      -1.549707495,       1.075096347,     0.03227948352,       2.542072259
        118,           0,           0,          5.75e-06,             5e-08,      -2.502970667,      0.2141280761,    -0.08047051197,       2.876201884,       1.725653606,       3.366025861
        118,           0,          10,          5.75e-06,             5e-08,      -4.146857207,      -1.444372427,      -1.485277477,       1.226475114,     0.09086749955,       3.032399154
        118,           0,          20,          5.75e-06,             5e-08,      -4.275386511,      -1.516028898,      -1.527459319,       1.129217848,     0.05051827753,       2.769107143
        118,           0,          29,          5.75e-06,             5e-08,      -4.351017727,      -1.544804221,      -1.547294039,       1.077066838,     0.03417723301,       2.538402604
        119,           0,           0,           5.8e-06,             5e-08,       -2.50343634,      0.2135365112,    -0.08075308487,       2.875432447,       1.725426512,       3.363773132
        119,           0,          10,           5.8e-06,             5e-08,      -4.145414121,      -1.443394497,      -1.483108043,       1.228079893,     0.09230651153,       3.029777114
        119,           0,          20,           5.8e-06,             5e-08,      -4.273565049,      -1.514557624,       -1.52486373,       1.131087569,     0.05228866577,       2.765960252
        119,           0,          29,           5.8e-06,             5e-08,      -4.348992085,      -1.543135648,      -1.544658133,        1.07904027,     0.03606311276,       2.535399641
        120,           0,           0,          5.85e-06,             5e-08,      -2.503902127,      0.2129438597,    -0.08102767348,       2.874663536,       1.725184088,       3.362101533
        120,           0,          10,          5.85e-06,             5e-08,      -4.143981348,      -1.442421164,      -1.481213968,       1.229679683,     0.09374223446,       3.026642959
        120,           0,          20,          5.85e-06,             5e-08,      -4.271744677,       -1.51308805,      -1.522757421,       1.132946973,     0.05405063799,       2.762911333
        120,           0,          29,          5.85e-06,             5e-08,      -4.346967823,      -1.541467882,      -1.542357931,       1.081003709,     0.03793858941,       2.532295769
        121,           0,           0,           5.9e-06,             5e-08,      -2.504364173,      0.2123538297,    -0.08130097903,       2.873900893,       1.724927378,       3.360387177
        121,           0,          10,           5.9e-06,             5e-08,      -4.142547445,      -1.441437257,      -1.479364969,       1.231272739,     0.09517591612,       3.023851273
        121,           0,          20,           5.9e-06,             5e-08,      -4.269928146,      -1.511615654,      -1.520556994,       1.134801548,     0.05580458734,       2.759170052
        121,           0,          29,           5.9e-06,             5e-08,      -4.344947209,      -1.539802719,      -1.540016004,       1.082961852,     0.03980363541,       2.529464337
        122,           0,           0,          5.95e-06,             5e-08,      -2.504823305,      0.2117655245,    -0.08156762357,       2.873143833,       1.724656346,       3.358664851
        122,           0,          10,          5.95e-06,             5e-08,      -4.141119093,      -1.440450513,      -1.477489271,       1.232853761,     0.09660689191,       3.020779707
        122,           0,          20,          5.95e-06,             5e-08,      -4.268118368,      -1.510146316,      -1.518345758,       1.136643052,     0.05755016445,       2.756781083
        122,           0,          29,          5.95e-06,             5e-08,      -4.342934171,      -1.538144708,      -1.537672386,       1.084905735,     0.04165807657,       2.526192511
        123,           0,           0,             6e-06,             5e-08,      -2.505279628,      0.2111796688,    -0.08182869804,       2.872393132,        1.72436806,       3.357023262
        123,           0,          10,             6e-06,             5e-08,       -4.13969831,      -1.439462594,      -1.475604535,       1.234420644,     0.09803498077,         3.0177975
        123,           0,          20,             6e-06,             5e-08,      -4.266317296,      -1.508680821,      -1.516133875,       1.138469784,     0.05928731836,       2.753894072
        123,           0,          29,             6e-06,             5e-08,      -4.340930054,      -1.536494335,      -1.535331951,       1.086834535,     0.04350193421,       2.523306685
        124,           0,           0,          6.05e-06,             5e-08,      -2.505734238,      0.2105947853,    -0.08208273188,       2.871646654,       1.724049079,       3.355417235
        124,           0,          10,          6.05e-06,             5e-08,      -4.138285144,      -1.438472364,      -1.473717365,       1.235973746,      0.0994600647,       3.014939073
        124,           0,          20,          6.05e-06,             5e-08,      -4.264525701,      -1.507218534,      -1.513925628,       1.140281285,     0.06101607824,       2.751001676
        124,           0,          29,          6.05e-06,             5e-08,      -4.338937111,      -1.534851201,      -1.532998823,       1.088746371,     0.04533529665,       2.520371011
        125,           0,           0,           6.1e-06,             5e-08,      -2.506186826,       0.210012352,    -0.08233171343,       2.870904663,       1.723715369,       3.353826594
        125,           0,          10,           6.1e-06,             5e-08,      -4.136880197,      -1.437479517,      -1.471824081,       1.237512555,      0.1008820344,       3.012004673
        125,           0,          20,           6.1e-06,             5e-08,       -4.26274456,      -1.505758928,      -1.511719209,       1.142076755,     0.06273647065,       2.748055134
        125,           0,          29,           6.1e-06,             5e-08,      -4.336956334,       -1.53321484,      -1.530670647,       1.090640412,     0.04715824798,       2.517523502
        126,           0,           0,          6.15e-06,             5e-08,      -2.506637009,       0.209432522,    -0.08257474449,       2.870167413,       1.723366199,       3.352188411
        126,           0,          10,          6.15e-06,             5e-08,      -4.135482168,      -1.436485403,      -1.469941779,       1.239040607,      0.1023007885,       3.008996296
        126,           0,          20,          6.15e-06,             5e-08,      -4.260972716,      -1.504304575,      -1.509521733,       1.143858268,     0.06444849915,       2.745472254
        126,           0,          29,          6.15e-06,             5e-08,      -4.334987193,      -1.531587587,       -1.52835119,       1.092517281,     0.04897086816,       2.515048731
        127,           0,           0,           6.2e-06,             5e-08,      -2.507085677,      0.2088537412,    -0.08281033554,       2.869432795,       1.723001331,       3.350595682
        127,           0,          10,           6.2e-06,             5e-08,       -4.13409135,      -1.435488556,       -1.46806619,        1.24055757,      0.1037162397,       3.006285711
        127,           0,          20,           6.2e-06,             5e-08,      -4.259210773,      -1.502854585,      -1.507335048,       1.145625765,     0.06615221036,       2.742708013
        127,           0,          29,           6.2e-06,             5e-08,      -4.333029276,      -1.529968932,      -1.526043922,        1.09437905,     0.05077324081,       2.512417964
        128,           0,           0,          6.25e-06,             5e-08,      -2.507532665,      0.2082770517,     -0.0830400163,       2.868701837,       1.722621011,       3.349035043
        128,           0,          10,          6.25e-06,             5e-08,      -4.132708073,      -1.434489739,      -1.466198483,       1.242063004,      0.1051283178,       3.003566601
        128,           0,          20,          6.25e-06,             5e-08,      -4.257459424,      -1.501409358,      -1.505159587,       1.147378504,     0.06784762591,        2.73993917
        128,           0,          29,          6.25e-06,             5e-08,      -4.331083622,       -1.52835833,       -1.52375022,       1.096224487,     0.05256544741,       2.509641636
        129,           0,           0,           6.3e-06,             5e-08,      -2.507979849,      0.2077014659,    -0.08326298866,       2.867971779,       1.722227618,       3.347456808
        129,           0,          10,           6.3e-06,             5e-08,      -4.131332364,      -1.433489974,      -1.464337087,       1.243556487,      0.1065369682,         3.0008302
        129,           0,          20,           6.3e-06,             5e-08,        -4.2557178,      -1.499968501,      -1.502995493,       1.149117294,     0.06953477254,       2.737351543
        129,           0,          29,           6.3e-06,             5e-08,      -4.329148659,      -1.526755402,      -1.521468254,       1.098055277,      0.0543475638,       2.506987021
        130,           0,           0,          6.35e-06,             5e-08,      -2.508427267,      0.2071265758,    -0.08347808069,       2.867241818,       1.721817465,       3.345892422
        130,           0,          10,          6.35e-06,             5e-08,      -4.129964187,      -1.432488854,      -1.462482414,       1.245037918,       0.107942102,       2.998123241
        130,           0,          20,          6.35e-06,             5e-08,      -4.253986185,      -1.498532097,      -1.500841381,       1.150841589,     0.07121369373,       2.734511817
        130,           0,          29,          6.35e-06,             5e-08,      -4.327224964,       -1.52516023,      -1.519198812,       1.099870394,     0.05611968851,       2.504127156
        131,           0,           0,           6.4e-06,             5e-08,      -2.508873869,      0.2065535036,    -0.08368658201,       2.866514377,        1.72139041,       3.344346912
        131,           0,          10,           6.4e-06,             5e-08,      -4.128602444,      -1.431485682,      -1.460633753,        1.24650908,      0.1093436512,       2.995424815
        131,           0,          20,           6.4e-06,             5e-08,      -4.252263439,      -1.497100057,      -1.498698245,       1.152552796,     0.07288444791,       2.731551159
        131,           0,          29,           6.4e-06,             5e-08,      -4.325311092,      -1.523572821,      -1.516941089,       1.101671417,     0.05788190819,       2.501490413
        132,           0,           0,          6.45e-06,             5e-08,      -2.509322107,      0.2059798033,    -0.08388736439,       2.865786559,       1.720946865,       3.342792651
        132,           0,          10,          6.45e-06,             5e-08,       -4.12724653,      -1.430480789,      -1.458790997,       1.247970419,      0.1107415479,       2.992861554
        132,           0,          20,          6.45e-06,             5e-08,      -4.250549214,      -1.495672739,      -1.496564532,        1.15425097,      0.0745470406,       2.728809855
        132,           0,          29,          6.45e-06,             5e-08,      -4.323407417,      -1.521993318,      -1.514695231,       1.103457605,     0.05963429808,       2.498768939
        133,           0,           0,           6.5e-06,             5e-08,      -2.509771517,      0.2054065545,    -0.08408271871,       2.865058227,       1.720482299,       3.341186991
        133,           0,          10,           6.5e-06,             5e-08,      -4.125897103,      -1.429475745,      -1.456953155,       1.249420857,      0.1121357079,       2.990003109
        133,           0,          20,           6.5e-06,             5e-08,      -4.248843197,      -1.494250247,      -1.494440032,        1.15593662,     0.07620150173,       2.726192299
        133,           0,          29,           6.5e-06,             5e-08,      -4.321512914,      -1.520421557,      -1.512459937,       1.105230393,     0.06137694243,       2.496190211
        134,           0,           0,          6.55e-06,             5e-08,      -2.510220113,      0.2048348822,    -0.08427231419,        2.86433221,       1.720000393,       3.339550081
        134,           0,          10,          6.55e-06,             5e-08,      -4.124554537,      -1.428471044,      -1.455120752,       1.250859768,      0.1135260571,       2.987370077
        134,           0,          20,          6.55e-06,             5e-08,      -4.247145613,      -1.492832489,      -1.492324811,       1.157609487,     0.07784786373,       2.723424135
        134,           0,          29,          6.55e-06,             5e-08,       -4.31962801,      -1.518857433,      -1.510236026,       1.106989086,     0.06310991864,       2.493557574
        135,           0,           0,           6.6e-06,             5e-08,      -2.510668261,      0.2042645624,    -0.08445577821,       2.863608031,       1.719501281,       3.337830943
        135,           0,          10,           6.6e-06,             5e-08,      -4.123218547,      -1.427465946,      -1.453293632,       1.252287731,      0.1149125548,       2.984497016
        135,           0,          20,           6.6e-06,             5e-08,      -4.245456455,      -1.491419461,      -1.490218819,       1.159269661,     0.07948618252,        2.72071835
        135,           0,          29,           6.6e-06,             5e-08,      -4.317752333,      -1.517300963,      -1.508022374,       1.108734472,     0.06483330997,       2.490798643
        136,           0,           0,          6.65e-06,             5e-08,      -2.511115914,      0.2036958687,    -0.08463480531,       2.862885826,       1.718985175,        3.33596129
        136,           0,          10,          6.65e-06,             5e-08,      -4.121889626,      -1.426460525,      -1.451473167,       1.253704309,      0.1162951769,        2.98184267
        136,           0,          20,          6.65e-06,             5e-08,      -4.243776184,      -1.490011306,      -1.488122781,       1.160916624,     0.08111650637,       2.717857546
        136,           0,          29,          6.65e-06,             5e-08,      -4.315886834,      -1.515752271,      -1.505820393,       1.110465394,     0.06654719557,       2.488114449
        137,           0,           0,           6.7e-06,             5e-08,      -2.511562803,      0.2031290443,    -0.08480828023,       2.862166548,       1.718452998,       3.334034014
        137,           0,          10,           6.7e-06,             5e-08,      -4.120568201,      -1.425454977,      -1.449658809,       1.255109037,      0.1176738751,       2.979323816
        137,           0,          20,           6.7e-06,             5e-08,       -4.24210429,      -1.488607962,      -1.486036024,       1.162551191,     0.08273887175,       2.715316324
        137,           0,          29,           6.7e-06,             5e-08,      -4.314029961,      -1.514211028,      -1.503628273,       1.112183994,     0.06825166927,       2.485724996
        138,           0,           0,          6.75e-06,             5e-08,      -2.512008907,      0.2025638826,    -0.08497633525,       2.861449466,       1.717904483,       3.332176836
        138,           0,          10,          6.75e-06,             5e-08,      -4.119252648,      -1.424447946,      -1.447851126,       1.256504247,      0.1190485976,       2.977035655
        138,           0,          20,          6.75e-06,             5e-08,      -4.240440238,      -1.487208818,      -1.483958732,       1.164174193,     0.08435331873,       2.713085093
        138,           0,          29,          6.75e-06,             5e-08,      -4.312182262,      -1.512677108,      -1.501447562,       1.113889666,     0.06994681221,       2.483394926
        139,           0,           0,           6.8e-06,             5e-08,       -2.51245476,      0.2019999216,    -0.08513900084,       2.860734138,       1.717339253,       3.330441903
        139,           0,          10,           6.8e-06,             5e-08,      -4.117942078,      -1.423438993,       -1.44604864,       1.257891511,       0.120419279,        2.97442904
        139,           0,          20,           6.8e-06,             5e-08,      -4.238783444,      -1.485814183,      -1.481890277,       1.165786526,     0.08595990417,       2.710668602
        139,           0,          29,           6.8e-06,             5e-08,      -4.310343051,      -1.511150751,      -1.499276207,       1.115583567,      0.0716327156,       2.481130307
        140,           0,           0,          6.85e-06,             5e-08,      -2.512899249,       0.201436876,    -0.08529583733,       2.860021798,       1.716750244,       3.328570702
        140,           0,          10,          6.85e-06,             5e-08,      -4.116636675,      -1.422428644,      -1.444251894,       1.259270589,      0.1217858886,       2.972007415
        140,           0,          20,          6.85e-06,             5e-08,      -4.237134511,      -1.484424355,      -1.479830616,       1.167387648,     0.08755867704,        2.70818704
        140,           0,          29,          6.85e-06,             5e-08,      -4.308513201,      -1.509632049,      -1.497115767,       1.117264777,     0.07330945062,       2.478697579
        141,           0,           0,           6.9e-06,             5e-08,      -2.513343128,      0.2008750496,    -0.08544915329,       2.859311603,       1.716145622,       3.326750482
        141,           0,          10,           6.9e-06,             5e-08,       -4.11533682,      -1.421417548,      -1.442459741,        1.26064126,      0.1231483972,       2.969144366
        141,           0,          20,           6.9e-06,             5e-08,      -4.235493628,          -1.48304,      -1.477779062,       1.168977496,     0.08914967965,       2.705488981
        141,           0,          29,           6.9e-06,             5e-08,      -4.306692278,      -1.508121198,      -1.494964056,       1.118934163,     0.07497710543,       2.476053078
        142,           0,           0,          6.95e-06,             5e-08,      -2.513786247,       0.200315041,    -0.08559825917,       2.858604592,       1.715528553,       3.324801917
        142,           0,          10,          6.95e-06,             5e-08,      -4.114043028,      -1.420406672,      -1.440672872,       1.262002627,      0.1245067835,        2.96624758
        142,           0,          20,          6.95e-06,             5e-08,       -4.23386131,      -1.481661308,      -1.475735977,       1.170555517,     0.09073295747,         2.7028546
        142,           0,          29,          6.95e-06,             5e-08,      -4.304880943,      -1.506618147,      -1.492823209,       1.120590902,     0.07663573863,       2.473497336
        143,           0,           0,             7e-06,             5e-08,      -2.514228636,      0.1997566334,    -0.08574353576,       2.857899686,       1.714897005,       3.322796042
        143,           0,          10,             7e-06,             5e-08,      -4.112755871,       -1.41939703,      -1.438890901,       1.263354012,      0.1258610266,       2.963650514
        143,           0,          20,             7e-06,             5e-08,      -4.232237178,      -1.480288405,      -1.473701244,       1.172122265,     0.09230855971,       2.700864449
        143,           0,          29,             7e-06,             5e-08,      -4.303078279,      -1.505122858,      -1.490690938,        1.12223631,     0.07828544766,       2.471508119
        144,           0,           0,          7.05e-06,             5e-08,      -2.514670301,        0.19920003,    -0.08588630492,       2.857197263,       1.714250728,       3.320957454
        144,           0,          10,          7.05e-06,             5e-08,      -4.111475449,      -1.418388848,       -1.43711487,       1.264694924,      0.1272110934,       2.961688617
        144,           0,          20,          7.05e-06,             5e-08,      -4.230621141,      -1.478921021,      -1.471675318,       1.173677822,     0.09387651262,       2.698427401
        144,           0,          29,          7.05e-06,             5e-08,      -4.301284764,      -1.503635076,      -1.488569817,       1.123869838,     0.07992629507,       2.469185294
        145,           0,           0,           7.1e-06,             5e-08,      -2.515110453,      0.1986458533,    -0.08602618063,       2.856498224,       1.713589996,       3.319164383
        145,           0,          10,           7.1e-06,             5e-08,      -4.110201784,      -1.417382436,      -1.435344587,       1.266025987,        0.12855694,       2.959219178
        145,           0,          20,           7.1e-06,             5e-08,      -4.229013223,      -1.477559162,      -1.469657726,       1.175222731,      0.0954368543,       2.696159832
        145,           0,          29,           7.1e-06,             5e-08,       -4.29949998,      -1.502154697,      -1.486457398,       1.125492352,     0.08155835006,       2.467022827
        146,           0,           0,          7.15e-06,             5e-08,      -2.515548726,      0.1980940109,    -0.08616303812,       2.855801847,        1.71291473,       3.317222477
        146,           0,          10,          7.15e-06,             5e-08,      -4.108934658,      -1.416377166,      -1.433579004,       1.267347797,      0.1298985272,       2.956891241
        146,           0,          20,          7.15e-06,             5e-08,      -4.227412795,      -1.476202989,      -1.467649834,       1.176758043,     0.09698963678,       2.693965024
        146,           0,          29,          7.15e-06,             5e-08,      -4.297723329,      -1.500682591,      -1.484356502,       1.127104893,     0.08318169982,       2.464868577
        147,           0,           0,           7.2e-06,             5e-08,      -2.515984353,      0.1975438457,    -0.08629748685,       2.855108653,       1.712230158,       3.315146726
        147,           0,          10,           7.2e-06,             5e-08,      -4.107672616,      -1.415372287,      -1.431818034,       1.268663069,      0.1312358076,       2.954470573
        147,           0,          20,           7.2e-06,             5e-08,      -4.225818768,       -1.47485209,      -1.465649979,       1.178285344,      0.0985349121,        2.69165056
        147,           0,          29,           7.2e-06,             5e-08,      -4.295953877,      -1.499218176,      -1.482264755,       1.128708682,     0.08479642642,       2.462568228
        148,           0,           0,          7.25e-06,             5e-08,      -2.516420087,      0.1969932447,    -0.08642999212,       2.854416556,       1.711533508,       3.312967594
        148,           0,          10,          7.25e-06,             5e-08,      -4.106414166,      -1.414366863,      -1.430060355,       1.269973737,      0.1325687626,       2.952517902
        148,           0,          20,          7.25e-06,             5e-08,      -4.224230378,      -1.473505978,      -1.463657635,       1.179805365,       0.100072743,       2.689119303
        148,           0,          29,          7.25e-06,             5e-08,      -4.294190699,      -1.497760948,      -1.480181963,       1.130304679,      0.0864026067,       2.460287958
        149,           0,           0,           7.3e-06,             5e-08,      -2.516856079,      0.1964426903,    -0.08656150816,        2.85372506,       1.710824424,       3.310810968
        149,           0,          10,           7.3e-06,             5e-08,      -4.105157297,      -1.413360784,      -1.428306405,       1.271282784,      0.1338973821,       2.949752678
        149,           0,          20,           7.3e-06,             5e-08,      -4.222643544,      -1.472164528,      -1.461672024,       1.181324171,      0.1016031716,       2.687081728
        149,           0,          29,           7.3e-06,             5e-08,       -4.29243441,      -1.496310668,      -1.478107927,       1.131891966,     0.08800031316,        2.45805636
        150,           0,           0,          7.35e-06,             5e-08,      -2.517290299,      0.1958940548,    -0.08669060489,       2.853037338,       1.710103328,       3.308535537
        150,           0,          10,          7.35e-06,             5e-08,      -4.103906685,      -1.412353773,      -1.426557706,       1.272582437,       0.135221657,       2.947415553
        150,           0,          20,          7.35e-06,             5e-08,      -4.221057904,      -1.470828026,      -1.459692102,       1.182842424,      0.1031262459,       2.684213195
        150,           0,          29,          7.35e-06,             5e-08,      -4.290676822,      -1.494867274,      -1.476041344,        1.13348179,     0.08958961938,       2.455853872
        151,           0,           0,           7.4e-06,             5e-08,      -2.517724104,       0.195346883,    -0.08681740147,       2.852351953,       1.709371277,       3.306217502
        151,           0,          10,           7.4e-06,             5e-08,      -4.102658139,      -1.411347073,       -1.42481828,        1.27387969,       0.136541567,       2.944996534
        151,           0,          20,           7.4e-06,             5e-08,      -4.219487609,      -1.469496447,      -1.457723843,       1.184338588,      0.1046420199,       2.682313157
        151,           0,          29,           7.4e-06,             5e-08,      -4.288934365,       -1.49343072,      -1.473985705,        1.13505157,     0.09117060109,       2.453517029
        152,           0,           0,          7.45e-06,             5e-08,      -2.518154873,       0.194805576,    -0.08694348084,       2.851673371,       1.708632686,       3.303926019
        152,           0,          10,          7.45e-06,             5e-08,       -4.10141801,      -1.410341145,       -1.42308613,       1.275163881,      0.1378571022,       2.942734431
        152,           0,          20,          7.45e-06,             5e-08,      -4.217925487,       -1.46817011,      -1.455764042,       1.185823944,      0.1061505344,       2.680122409
        152,           0,          29,          7.45e-06,             5e-08,      -4.287200184,      -1.492001129,      -1.471939346,       1.136611225,     0.09274332089,       2.451371827
        153,           0,           0,           7.5e-06,             5e-08,      -2.518583433,      0.1942667621,    -0.08706716276,       2.850999381,       1.707883978,        3.30161375
        153,           0,          10,           7.5e-06,             5e-08,      -4.100185047,      -1.409336104,      -1.421359493,       1.276437082,       0.139168274,       2.940460007
        153,           0,          20,           7.5e-06,             5e-08,      -4.216372868,       -1.46684897,      -1.453813336,       1.187296422,      0.1076518296,       2.677866775
        153,           0,          29,           7.5e-06,             5e-08,      -4.285476796,      -1.490578476,      -1.469902735,       1.138157406,     0.09430785683,       2.449146072
        154,           0,           0,          7.55e-06,             5e-08,      -2.519009741,      0.1937315481,    -0.08718986646,       2.850329866,       1.707125401,       3.299239817
        154,           0,          10,          7.55e-06,             5e-08,      -4.098959002,      -1.408332029,      -1.419638359,       1.277699814,      0.1404750441,       2.938124866
        154,           0,          20,          7.55e-06,             5e-08,       -4.21482937,      -1.465532982,       -1.45187128,       1.188756956,      0.1091459647,       2.675754073
        154,           0,          29,          7.55e-06,             5e-08,      -4.283763686,      -1.489162777,      -1.467875684,       1.139691166,     0.09586428909,       2.447006412
        155,           0,           0,           7.6e-06,             5e-08,      -2.519431146,      0.1932016208,    -0.08731288121,       2.849667756,       1.706358781,       3.296821456
        155,           0,          10,           7.6e-06,             5e-08,      -4.097739814,       -1.40732857,      -1.417922952,       1.278952541,      0.1417774185,       2.935998419
        155,           0,          20,           7.6e-06,             5e-08,      -4.213295043,      -1.464222284,      -1.449937555,       1.190205713,      0.1106329893,       2.673612189
        155,           0,          29,           7.6e-06,             5e-08,      -4.282060764,      -1.487754168,      -1.465857887,       1.141212718,     0.09741268028,       2.444861198
        156,           0,           0,          7.65e-06,             5e-08,      -2.519851273,      0.1926735986,    -0.08743473311,       2.849008567,       1.705582987,       3.294394943
        156,           0,          10,          7.65e-06,             5e-08,      -4.096526909,       -1.40632584,      -1.416212957,       1.280196195,      0.1430753819,       2.934264959
        156,           0,          20,          7.65e-06,             5e-08,      -4.211769142,      -1.462916929,      -1.448011829,       1.191643655,      0.1121129556,       2.671864074
        156,           0,          29,          7.65e-06,             5e-08,      -4.280367169,      -1.486352632,      -1.463849159,       1.142723067,     0.09895309674,       2.443100108
        157,           0,           0,           7.7e-06,             5e-08,      -2.520270073,      0.1921476656,    -0.08755465527,       2.848352178,       1.704798384,       3.292116552
