"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
10530, 0.000000000000000e+00, 2.000000000000000e-02, 5.666305927349310e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.260887671141771e+07, 1.000000000000000e-10, 1.743402090151792e+08
10531, 4.514657229472262e-04, 1.998982989300236e-02, 5.659817681581777e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.259587198364743e+07, 1.000000000000000e-10, 1.753967429874229e+08
10532, 9.017910976381969e-04, 1.995926696863415e-02, 5.659695674447126e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.259727806873092e+07, 1.000000000000000e-10, 1.772819750954506e+08
10533, 1.349888021230837e-03, 1.990843278482284e-02, 5.656709632295686e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.259154466236372e+07, 1.000000000000000e-10, 1.803241181152533e+08
10534, 1.794620486109054e-03, 1.983742186716829e-02, 5.655025961217064e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.258734824385521e+07, 1.000000000000000e-10, 1.843334293392735e+08
10535, 2.235021141436741e-03, 1.974719379311706e-02, 5.653021454339162e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.258250101286784e+07, 1.000000000000000e-10, 1.896993234274679e+08
10536, 2.669869016646968e-03, 1.963716159987645e-02, 5.650976031434021e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.257828463989370e+07, 1.000000000000000e-10, 1.964813580280604e+08
10537, 3.098043246235970e-03, 1.950762643482882e-02, 5.648565889171370e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.257269652039558e+07, 1.000000000000000e-10, 2.044838582060858e+08
10538, 3.518872840857099e-03, 1.936011886095013e-02, 5.646087236011327e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.256725522436360e+07, 1.000000000000000e-10, 2.141621350434491e+08
10539, 3.931393297661252e-03, 1.919499806444139e-02, 5.643133915245338e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.256037158020701e+07, 1.000000000000000e-10, 2.261707876012751e+08
10540, 4.334325889467367e-03, 1.901192373984649e-02, 5.639297959157562e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.255200808643862e+07, 1.000000000000000e-10, 2.403503275516653e+08
10541, 4.726952184495833e-03, 1.881200050581737e-02, 5.634146604688249e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.253991262016003e+07, 1.000000000000000e-10, 2.564501316095501e+08
10542, 5.109116937572497e-03, 1.859707673165155e-02, 5.627331598344990e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.252412824235705e+07, 1.000000000000000e-10, 2.660938342722624e+08
